,ID,Equation,Name,Superclass,Base class,React,Prod,ReactStr,ProdStr,AtomicRegulon,Pathway
310,GLUDy,glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c,Glutamate dehydrogenase (NADP),U;U;SS,SS,U,U,U1;0U13;-1U29;-2U16;-3U15;-4U14;-5U12;-6U10;-1S10;-7U9;0S4;-1D3;-2S8;-2D6;-3S6;-8U6;-3D3;-4S3;-9U3;-4D2;-5S2;-10U2,U1;0U14;-1U23;-2U15;-2S15;-3U14;-3S14;-1S11;-4U12;-4S12;-5U10;-5S10;-6U9;-6S9;0S3;-7U6;-7S6;-8U3;-8S3;-2D2;-9U2;-9S2,,
311,GLCptspp,glc__D_p + pep_c --> g6p_c + pyr_c,D-glucose transport via PEP:Pyr PTS (periplasm),U;U;SS,SS,U,U,U1;-1U13;-2U7;-3U6;-1S3;-4U2;-5U2;-2D1;-2S1;-6U1,S1;U1;-1U8;-1S3;-2U6;-2S3;0U1;-3U2;-3S2;-4U2;-4S2;-1D1;-5U1;-5S1,,
312,EX_h2o_e,h2o_e <=> ,H2O exchange,;;SS,SS,,,,,,
313,HSTPT,glu__L_c + imacp_c --> akg_c + hisp_c,Histidinol-phosphate transaminase,U;U;SS,SS,U,U,U1;0U14;-1U13;-2U11;-3U11;-4U10;-5U9;0S5;-6U6;-1D2;-2S5;-1S5;-7U5;-2D4;-3S4;-8U4;-3D3;-4S3;-9U3;-4D2;-5S2;-10U2;-5D1;-6S1;-11U1,U1;0U13;-1U13;-1S7;-2U11;-2S11;-3U10;-3S10;-4U9;-4S9;0S3;-5U6;-5S6;-6U5;-6S5;-7U4;-7S4;-1D1;-8U3;-8S3;-2D1;-9U2;-9S2;-3D1;-10U1;-10S1,,
314,THDPS,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,Tetrahydrodipicolinate succinylase,U;U;SU,SU,U,U,-1U2;-2U1;-3U1;-4U1;-5U1;-6U1,-1U2;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1,,
315,ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,ATP maintenance requirement,;;SS,SS,,,,,,
316,THRD_L,thr__L_c --> 2obut_c + nh4_c,L-threonine deaminase,U;U;SS,SS,U,U,U1;-1U2;-2U1;-3U1;0D1,-1S1;-1U1;-2U1;0U1,,
317,ETOHtex,etoh_e <=> etoh_p,Ethanol transport via diffusion (extracellular to periplasm),U;U;DS,DS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-1S1;-5U1;-2D1;-1D1;-2S1;-6U1;-7U1;-3S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1,-1S1;0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-1D1;0D1;-5U1;-5S1;0S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1,,
318,GLYCLTt2rpp,glyclt_p + h_p <=> glyclt_c + h_c,"Glycolate transport via proton symport, reversible (periplasm)",D;;US,US,D,,D1,,,
319,DHFR,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,Dihydrofolate reductase,U;U;SU,SU,U,U,-1U2;0U2;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1;-3D1;-4S1;-9U1,0U2;-1U2;-2U2;-1S1;-2S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-1D1;-8U1;-8S1,,
320,PRAIi,pran_c --> 2cpr5p_c,Phosphoribosylanthranilate isomerase (irreversible),U;U;SU,SU,U,U,0U1;-1U1;-2U1;-3U1,0U1;-1U1;-1S1;-2U1;-2S1,,
321,TYRTA,akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,Tyrosine transaminase,U;U;SU,SU,U,U,U1;0U14;-1U13;-2U11;-3U11;-4U10;-5U9;0S5;-6U6;-1D2;-2S5;-1S5;-7U5;-2D4;-3S4;-8U4;-3D3;-4S3;-9U3;-4D2;-5S2;-10U2;-5D1;-6S1;-11U1,U2;0U13;-1U13;-1S7;-2U11;-2S11;-3U10;-3S10;-4U9;-4S9;0S3;-5U6;-5S6;-6U5;-6S5;-7U4;-7S4;-1D1;-8U3;-8S3;-2D1;-9U2;-9S2;-3D1;-10U1;-10S1,,
322,SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c,Shikimate kinase,U;;SS,SS,U,,-1U1,,,
323,EX_mobd_e,mobd_e <=> ,Molybdate exchange,U;U;DS,DS,U,U,-3U1;-3S1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-3D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1;-13D1;-14S1;-19U1,-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-3D1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1;-11D1;-18U1;-18S1,,
324,EX_so4_e,so4_e <=> ,Sulfate exchange,U;U;SS,SS,U,U,-3U1;-3S1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-3D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1;-13D1;-14S1;-19U1,-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-3D1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1;-11D1;-18U1;-18S1,,
325,OMCDC,3c4mop_c + h_c --> 4mop_c + co2_c,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,U;U;SS,SS,U,U,-1U2;-2U1;-3U1;-4U1,-1U2;-2U1;-2S1;-3U1;-3S1,,
326,E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,Erythrose 4-phosphate dehydrogenase,U;U;SS,SS,U,U,U1;-1S2;-1U1;-2U1;-3U1;-4U1,-1S1;-1U1;-2U1;-3U1,,
327,IG3PS,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,Imidazole-glycerol-3-phosphate synthase,U;U;SS,SS,U,U,U1;-1U27;-2U13;-3U12;-4U12;-5U10;-6U9;-1S9;-7U8;-2D7;-3S7;-2S7;-8U7;-3D5;-4S5;-9U5;-4D4;-5S4;-10U4;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2,U1;-1U22;-2U12;-2S12;-3U12;-3S12;-4U10;-4S10;-5U9;-5S9;-1S8;-6U8;-6S8;-7U7;-7S7;-8U5;-8S5;-2D4;-9U4;-9S4;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2,,
328,PDH,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,Pyruvate dehydrogenase,U;U;DS,DS,U,U,U1;0U6;-1U14;-2U13;-3U12;-4U5;-1S4;-5U4;-2D2;-1D1;-2S3;-6U3,-1S7;0U9;-1U13;-2U12;-2S12;-3U5;-3S5;-4U4;-4S4;-1D2;0D1;-5U3;-5S3;0S2,,
329,MTHFR2,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,"5,10-methylenetetrahydrofolate reductase (NADH)",U;U;SU,SU,U,U,0U1;-1S1;-2U1;-3U1;-4U1;-5U1;-2S1;-6U1;-3S1;-7U1,0U1;-1U3;-2U1;-3U1;-1S1;-2S1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
330,EX_nh4_e,nh4_e <=> ,Ammonia exchange,;;SS,SS,,,,,,
331,DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,DUTP diphosphatase,;U;SS,SS,,U,,-1U1,,
332,MTAN,5mta_c + h2o_c --> 5mtr_c + ade_c,Methylthioadenosine nucleosidase,U;U;DS,DS,U,U,U1;-1U2;0D1,U1;-1U1;0U1;0D1,,
333,DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,2-dehydropantoate 2-reductase,U;U;SS,SS,U,U,-1U1;0U1,-1U1;-2U1;0U1,,
334,AMAOTr,8aonn_c + amet_c <=> amob_c + dann_c,Adenosylmethionine-8-amino-7-oxononanoate transaminase,U;;SU,SU,U,,0U1,,,
335,EX_etoh_e,etoh_e --> ,Ethanol exchange,U;U;DS,DS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-1S1;-5U1;-2D1;-1D1;-2S1;-6U1;-7U1;-3S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1,-1S1;0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-1D1;0D1;-5U1;-5S1;0S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1,,
336,GLNS,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,Glutamine synthetase,U;U;SD,SD,U,U,U1;-1U21;-2U18;-3U18;-4U17;0U15;-5U15;-6U13;-1S9;-7U10;0S5;-2D5;-3S8;-2S9;-8U8;-1D2;-3D6;-4S6;-9U6;-4D4;-5S4;-10U4;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D1;-8S1;-13U1,U1;-1U20;-2U18;-2S15;-3U17;-3S17;0U14;-1S9;-4U15;-4S15;-5U13;-5S13;-6U10;-6S10;0S3;-7U8;-7S8;-8U6;-8S6;-2D3;-9U4;-9S4;-1D1;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D1;-12U1;-12S1,,
337,GTHS,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,Glutathione synthetase,U;U;DS,DS,U,U,U1;0U3;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1,U1;0U2;-1U2;-1S1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1,,
338,EX_k_e,k_e <=> ,K+ exchange,U;U;SS,SS,U,U,-3U1;-3S1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-3D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-3D1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
339,ACGS,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,N-acetylglutamate synthase,U;U;SD,SD,U,U,U1;0U19;-1U13;-2U12;-3U11;-4U10;-5U9;0S5;-6U7;-1D3;-2S6;-1S6;-7U5;-2D5;-3S4;-8U4;-3D3;-4S3;-9U3;-4D2;-5S2;-10U2;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1,U1;-1S9;0U16;-1U12;-2U11;-2S11;-3U10;-3S10;-4U9;-4S9;0S4;-5U7;-5S7;-6U5;-6S5;-7U4;-7S4;-1D2;-8U3;-8S3;-2D2;-9U2;-9S2;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;0D1,,
340,HEPT1,adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c,Heptosyltransferase I (LPS core synthesis),U;U;DS,DS,U,U,-1U1;-2U1;-3U1;-1D1;-1S1;-2D1,-2S1;-1U1;-2U1;-1D1,,
341,CU2tex,cu2_e <=> cu2_p,Copper (Cu+2) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
342,HEPT2,adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c,Heptosyltransferase II (LPS core synthesis),D;D;DD,DD,D,D,-1D2;-1S2;-2D2;-1U1;-2U1;-3U1,-1D2;-2S1;-1U1;-2U1,,
343,ALAALAr,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,D-alanine-D-alanine ligase (reversible),U;U;SS,SS,U,U,0U1;-1U2,U1;-1U1;-1S1,,
344,CLtex,cl_e <=> cl_p,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
345,EX_pydxn_e,pydxn_e <=> ,Pyridoxine exchange,U;U;SS,SS,U,U,-4U1;-5U1;-6U1;-7U1;-4S1;-8U1,-4U1;-5U1;-5S1;-6U1;-6S1;-4S1;-7U1;-7S1,,
346,MOAT3C,ckdo_c + phphhlipa_c --> cmp_c + h_c + kphphhlipa_c,3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis),U;U;DS,DS,U,U,-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1;-2S1;-8U1,-1U1;-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1,,
347,ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,Adenosine kinase,U;U;DS,DS,U,U,U1;0U2,0U1,,
348,RHAT1,dtdprmn_c + kphphhlipa_c --> dtdp_c + h_c + icolipa_c,Rhamnosyltransferase I (LPS core biosynthesis),D;U;DS,DS,D,U,0D1;-2D2;-1D1;-1S1;-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1;-2S1;-8U1,-1D1;-1U1;-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1,,
349,GALT1,gicolipa_c + udpg_c --> gagicolipa_c + h_c + udp_c,Galactosyltransferase I (LPS core synthesis),D;D;DS,DS,D,D,0D2;0S2;-1D2,0D2,,
350,MNtex,mn2_e <=> mn2_p,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-2U1;-2S1;-3U1;-4U1;-5U1;-6U1;-7U1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
351,GLCTR2,gagicolipa_c + udpg_c --> ggagicolipa_c + h_c + udp_c,Glucosyltransferase II (LPS core synthesis),D;D;DD,DD,D,D,0D2;0S2;-1D3;-1S1;-2D1,0D2;-1D1,,
352,HEPK1,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c,LPS heptose kinase I (LPS core synthesis),U;U;DS,DS,U,U,-1D1;-1S1;-2D1;-1U1;-2U1;-3U1,-1D1;-2S1;-1U1;-2U1,,
353,HEPT3,adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c,Heptosyltransferase III (LPS core synthesis),U;U;DS,DS,U,U,-3U2;-4U1;-5U1;-6U1;-7U1;-8U1;-9U1;-4S1;-10U1;-1D2;-1S2;-2D2;-1U1;-2U1,-3U1;-4U1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-4S1;-9U1;-9S1;-1D2;-2S1;-1U1;-2U1,,
354,HEPK2,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c,LPS heptose kinase II (LPS core synthesis),U;U;DS,DS,U,U,-2U1;-3U1;-4U1;-5U1;-6U1;-7U1;-8U1;-3S1;-9U1,-2U1;-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1,,
355,SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c,Sirohydrochlorin ferrochelatase,U;U;SU,SU,U,U,-1U4;-1S4;-2U3;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2;0U1,-1U3;-2U3;-2S3;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
356,SUCOAS,atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,Succinyl-CoA synthetase (ADP-forming),U;U;SU,SU,U,U,S1;-1D2;0S1;0D2;-1U1;-2U2;-3U3;-4U2;-5U2;-6U2;-1S1;-7U2;0U3;-2S2;-3S1,0S4;-1S3;-1U1;-2U2;-2S1;-3U3;-3S3;-4U2;-4S2;-5U2;-5S2;-6U2;-6S2;0U2;0D1;-1D1,,
357,SUCBZL,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,O-succinylbenzoate-CoA ligase,U;U;DS,DS,U,U,-1U1;-2U1;-3U1;-4U1;-1S1;-5U1;-2S1;-6U1;-3D1;-2D1;-3S1;-7U1;-8U1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1,0U1;-1U1;-1S1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-2D1;-1D1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1,,
358,PRAIS,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,Phosphoribosylaminoimidazole synthase,U;U;SD,SD,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;0S1;-1S1;-7U1;-2D1;-3S1;-2S1;-8U1,0U2;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1,,
359,PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,Pantothenate synthase,U;U;SS,SS,U,U,U1;-1U2;0U3,U1;0U3;-1U1;-2U1,,
360,GCALDD,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,Glycolaldehyde dehydrogenase,D;D;US,US,D,D,-1D1,D1,,
361,HISTP,h2o_c + hisp_c --> histd_c + pi_c,Histidinol-phosphatase,U;U;SS,SS,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1,0U2;-1U1;-1S1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-1D1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1,,
362,LDH_D,lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,D-lactate dehydrogenase,U;U;US,US,U,U,U1;0U6;-1U7;-2U7;-3U6;-4U5;-1S4;-5U4;-1D1;-2S3;-6U3;-2D1,S1;0U9;-1U7;-1S6;-2U6;-2S6;-3U5;-3S5;-4U4;-4S4;0D1;-5U3;-5S3;0S2;-1D1,,
363,ORNDC,h_c + orn_c --> co2_c + ptrc_c,Ornithine Decarboxylase,U;U;DS,DS,U,U,U1;-1D1;0U1,D1;-1U1;-1D1;0U1,,
364,UPP3MT,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c,Uroporphyrinogen methyltransferase,U;U;SU,SU,U,U,0U1;-2U1,-1U1;-2U1;-2S1,,
365,T2DECAI,tdec2eACP_c <=> cdec3eACP_c,Trans-2-decenoyl-ACP isomerase,U;U;SS,SS,U,U,-1U2;-2U2;-3U1;0U1,-2S1;-1U2;-2U1;-1S1;0U1,,
366,3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),U;U;SU,SU,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
367,DHQS,2dda7p_c --> 3dhq_c + pi_c,3-dehydroquinate synthase,U;U;SS,SS,U,U,0U1;-1U1;-2U1;-3U1,0U1;-1U1;-2U1,,
368,EAR161x,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),U;U;SS,SS,U,U,-1U1;-2U2;-3U2;-4U1;-5U1;-6U1;-7U1,-2S1;-1U1;-2U2;-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
369,DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,CDP-diacylglycerol synthetase (n-C16:0),U;U;SU,SU,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1,0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1,,
370,DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,CDP-diacylglycerol synthetase (n-C16:1),U;U;SU,SU,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1,0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1,,
371,DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,CDP-diacylglycerol synthetase (n-C18:1),U;U;DU,DU,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1,0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1,,
372,PGCD,3pg_c + nad_c --> 3php_c + h_c + nadh_c,Phosphoglycerate dehydrogenase,U;U;SS,SS,U,U,-1U2;-2U1;-3U1;-4U1;-5U1;-6U1;-1S1;-7U1;-2D1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1,-1U2;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1,,
373,CLPNS181pp,2.0 pg181_p <=> clpn181_p + glyc_p,"Cardiolipin synthase (periplasmic, n-C18:1)",;U;DU,DU,,U,,-2U1,,
374,PG161abcpp,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",U;U;DS,DS,U,U,0U1;-1U3;-2U2;-3U2;-4U2;-5U2;-6U2;-7U2;-2S2;-8U2;-1S2;-1D2;-2D1;-3S1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1,-3U3;0U1;-1U2;-2U2;-3S2;-4U2;-4S2;-5U2;-5S2;-6U2;-6S2;-2S2;-7U2;-7S2;-1D1;-1S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1,,
375,3OAS141,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),U;U;SU,SU,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
376,3OAR121,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
377,ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),U;U;DU,DU,U,U,-1U2,U1;-1U1;-1S1,,
378,ADSL1r,dcamp_c <=> amp_c + fum_c,Adenylsuccinate lyase,U;D;SD,SD,U,D,-1D2;-2S1;-3U1;0U2;-1U2;-2D1;-3S1;-4U1,D1;-1S2;-1D2;-3S1;-3U1;0U1;-1U1;-2S1;-2D1;-4S1;-4U1,,
